"predictor_type","var1","var2","cramers_v","p_value","n_categories","n_valid_cases","var1_type","var2_type"
"single","ses_immigrant",NA,0.156629779435725,5.67691854376824e-05,2,1101,"ses",NA
"interaction","ses_age_4Cat","ses_sexOrientationHetero",0.155990802677815,1.68874529016457e-13,8,1101,"ses","ses"
"interaction","lifestyle_favAlcool","ses_income_3Cat",0.155903567788875,6.85021368757746e-06,15,1101,"lifestyle","ses"
"interaction","lifestyle_hasTattoos","lifestyle_eatMeatFreq",0.155035283733045,1.66237996113798e-06,14,1101,"lifestyle","lifestyle"
"interaction","lifestyle_eatMeatFreq","lifestyle_goHuntingFreq_bin",0.155020968522966,1.67330784222326e-06,14,1101,"lifestyle","lifestyle"
"interaction","lifestyle_eatMeatFreq","lifestyle_volunteeringFreq_bin",0.154671771505834,1.96233322315201e-06,14,1101,"lifestyle","lifestyle"
"single","lifestyle_goFishingFreq_bin",NA,0.154432936496995,7.95081296776863e-05,2,1101,"lifestyle",NA
"interaction","ses_ethnicityWhite","lifestyle_eatMeatFreq",0.154204488688133,2.42504798236302e-06,14,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_volunteeringFreq",0.154050940382774,2.7969417943014e-10,10,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_volunteeringFreq_factor",0.154050940382774,2.7969417943014e-10,10,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_volunteeringFreq_numeric",0.154050940382774,2.7969417943014e-10,10,1101,"ses","lifestyle"
"interaction","lifestyle_typeTransport","ses_incomeCensus",0.153811111024529,0.0227432563543194,21,1101,"lifestyle","ses"
"interaction","ses_ethnicity","lifestyle_goFishingFreq_bin",0.153785089155431,2.92827838747187e-06,14,1101,"ses","lifestyle"
"interaction","ses_ethnicity","lifestyle_goHuntingFreq_bin",0.153696911537331,3.04616639238943e-06,14,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","ses_incomeCensus",0.153683858566459,3.06400024935442e-06,14,1101,"ses","ses"
"interaction","lifestyle_consClothes","lifestyle_volunteeringFreq",0.153577145754778,0.0102096263354414,20,1101,"lifestyle","lifestyle"
"interaction","lifestyle_consClothes","lifestyle_volunteeringFreq_factor",0.153577145754778,0.0102096263354414,20,1101,"lifestyle","lifestyle"
"interaction","lifestyle_consClothes","lifestyle_volunteeringFreq_numeric",0.153577145754778,0.0102096263354414,20,1101,"lifestyle","lifestyle"
"interaction","ses_immigrant","ses_sexOrientation",0.153312790327243,9.42616812274324e-13,8,1101,"ses","ses"
"interaction","ses_sexOrientation","lifestyle_typeTransport",0.153231216124951,6.47380700235597e-08,12,1101,"ses","lifestyle"
"interaction","ses_age_4Cat","lifestyle_goHuntingFreq",0.153103414921192,0.0115660256749264,20,1101,"ses","lifestyle"
"interaction","ses_age_4Cat","lifestyle_goHuntingFreq_factor",0.153103414921192,0.0115660256749264,20,1101,"ses","lifestyle"
"interaction","ses_age_4Cat","lifestyle_goHuntingFreq_numeric",0.153103414921192,0.0115660256749264,20,1101,"ses","lifestyle"
"interaction","ses_ethnicity","ses_educ_3Cat",0.153081847277311,0.0270054244082169,21,1101,"ses","ses"
"interaction","lifestyle_clothingStyleGroups","lifestyle_goFishingFreq",0.152214074522874,3.21750646245081e-05,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_clothingStyleGroups","lifestyle_goFishingFreq_factor",0.152214074522874,3.21750646245081e-05,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_clothingStyleGroups","lifestyle_goFishingFreq_numeric",0.152214074522874,3.21750646245081e-05,15,1101,"lifestyle","lifestyle"
"interaction","ses_sexOrientation","lifestyle_goHuntingFreq_bin",0.151877632119363,2.32171834540819e-12,8,1101,"ses","lifestyle"
"interaction","ses_age_4Cat","lifestyle_clothingStyleGroups",0.151543101537622,1.50479434148086e-07,12,1101,"ses","lifestyle"
"interaction","lifestyle_exercise","lifestyle_goFishingFreq_bin",0.151221568413456,0.000213732511791366,16,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_consCoffee",0.151086333156752,9.53209119473169e-06,14,1101,"ses","lifestyle"
"interaction","ses_ethnicity","lifestyle_ownPet_bin",0.150801924898161,1.0758487003832e-05,14,1101,"ses","lifestyle"
"interaction","lifestyle_goMuseumsFreq","ses_income_3Cat",0.150770606902666,5.72076651546435e-05,15,1101,"lifestyle","ses"
"interaction","lifestyle_goMuseumsFreq_factor","ses_income_3Cat",0.150770606902666,5.72076651546435e-05,15,1101,"lifestyle","ses"
"interaction","lifestyle_goMuseumsFreq_numeric","ses_income_3Cat",0.150770606902666,5.72076651546435e-05,15,1101,"lifestyle","ses"
"interaction","ses_educ_3Cat","ses_income",0.150723118454539,0.245548197528426,24,1101,"ses","ses"
"interaction","ses_sexOrientationHetero","lifestyle_goMuseumsFreq",0.150655465263466,1.88995530576142e-09,10,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_goMuseumsFreq_factor",0.150655465263466,1.88995530576142e-09,10,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_goMuseumsFreq_numeric",0.150655465263466,1.88995530576142e-09,10,1101,"ses","lifestyle"
"interaction","lifestyle_goHuntingFreq","lifestyle_volunteeringFreq",0.15048681999125,0.366778906546947,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq","lifestyle_volunteeringFreq_factor",0.15048681999125,0.366778906546947,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq","lifestyle_volunteeringFreq_numeric",0.15048681999125,0.366778906546947,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_factor","lifestyle_volunteeringFreq",0.15048681999125,0.366778906546947,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_factor","lifestyle_volunteeringFreq_factor",0.15048681999125,0.366778906546947,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_factor","lifestyle_volunteeringFreq_numeric",0.15048681999125,0.366778906546947,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_numeric","lifestyle_volunteeringFreq",0.15048681999125,0.366778906546947,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_numeric","lifestyle_volunteeringFreq_factor",0.15048681999125,0.366778906546947,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_numeric","lifestyle_volunteeringFreq_numeric",0.15048681999125,0.366778906546947,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_clothingStyleGroups","lifestyle_goHuntingFreq",0.150432596637501,6.53020121282007e-05,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_clothingStyleGroups","lifestyle_goHuntingFreq_factor",0.150432596637501,6.53020121282007e-05,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_clothingStyleGroups","lifestyle_goHuntingFreq_numeric",0.150432596637501,6.53020121282007e-05,15,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicity","lifestyle_typeTransport",0.149962369847874,0.0535188042843701,21,1101,"ses","lifestyle"
"interaction","lifestyle_numberTattoos","lifestyle_clothingStyleGroups",0.14992725924593,0.00389456622530739,18,1101,"lifestyle","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_goMuseumsFreq_bin",0.149541255847811,9.07691262335581e-10,4,1101,"ses","lifestyle"
"interaction","lifestyle_goFishingFreq","lifestyle_motorizedActFreq",0.149382943720281,0.410907193898426,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq","lifestyle_motorizedActFreq_factor",0.149382943720281,0.410907193898426,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq","lifestyle_motorizedActFreq_numeric",0.149382943720281,0.410907193898426,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_factor","lifestyle_motorizedActFreq",0.149382943720281,0.410907193898426,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_factor","lifestyle_motorizedActFreq_factor",0.149382943720281,0.410907193898426,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_factor","lifestyle_motorizedActFreq_numeric",0.149382943720281,0.410907193898426,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_numeric","lifestyle_motorizedActFreq",0.149382943720281,0.410907193898426,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_numeric","lifestyle_motorizedActFreq_factor",0.149382943720281,0.410907193898426,25,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_numeric","lifestyle_motorizedActFreq_numeric",0.149382943720281,0.410907193898426,25,1101,"lifestyle","lifestyle"
"interaction","ses_sexOrientationHetero","ses_educ_5Cat",0.149262374842401,4.04040386763725e-09,10,1101,"ses","ses"
"interaction","ses_sexOrientation","ses_genderFemale",0.1492373285587,1.17498958486318e-11,8,1101,"ses","ses"
"interaction","ses_ethnicityWhite","ses_sexOrientation",0.149143473020942,1.24361194372155e-11,8,1101,"ses","ses"
"interaction","ses_sexOrientation","lifestyle_motorizedActFreq_bin",0.148969691626276,1.38120636171606e-11,8,1101,"ses","lifestyle"
"interaction","lifestyle_numberTattoos","ses_educ_3Cat",0.148884632759029,0.00526569058963058,18,1101,"lifestyle","ses"
"interaction","lifestyle_consCoffee","lifestyle_goHuntingFreq_bin",0.148319746407685,3.01066317148814e-05,14,1101,"lifestyle","lifestyle"
"interaction","lifestyle_eatMeatFreq","lifestyle_ownPet_bin",0.148109700354741,3.27720357002483e-05,14,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","ses_sexOrientation",0.147748476261028,2.87059315573287e-11,8,1101,"lifestyle","ses"
"interaction","ses_sexOrientation","lifestyle_goFishingFreq_bin",0.147678464814674,2.99261324158216e-11,8,1101,"ses","lifestyle"
"interaction","ses_immigrant","lifestyle_consCoffee",0.147566306745572,4.074769508627e-05,14,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_goFishingFreq",0.147409839590082,1.08576921063985e-08,10,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_goFishingFreq_factor",0.147409839590082,1.08576921063985e-08,10,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_goFishingFreq_numeric",0.147409839590082,1.08576921063985e-08,10,1101,"ses","lifestyle"
"interaction","lifestyle_exercise","lifestyle_volunteeringFreq_bin",0.147407060638289,0.000811834841529161,16,1101,"lifestyle","lifestyle"
"interaction","lifestyle_favAlcool","ses_educ_3Cat",0.147258087272485,0.000216320800679922,15,1101,"lifestyle","ses"
"interaction","ses_immigrant","lifestyle_exercise",0.147169007246244,0.000878848108410742,16,1101,"ses","lifestyle"
"interaction","lifestyle_numberTattoos","ses_income_3Cat",0.147074606693672,0.00869846195908374,18,1101,"lifestyle","ses"
"interaction","ses_sexOrientation","lifestyle_volunteeringFreq_bin",0.146896102353823,4.75421612204143e-11,8,1101,"ses","lifestyle"
"interaction","ses_immigrant","ses_income",0.146891910821283,0.000963282094852401,16,1101,"ses","ses"
"interaction","ses_ethnicityWhite","lifestyle_ownPet_bin",0.146469952588402,3.1369476038925e-09,4,1101,"ses","lifestyle"
"interaction","ses_ethnicity","ses_income_3Cat",0.146469067403017,0.104490435837063,21,1101,"ses","ses"
"interaction","ses_immigrant","lifestyle_ownPet_bin",0.146376087964809,3.25626092460336e-09,4,1101,"ses","lifestyle"
"interaction","lifestyle_ownPet","lifestyle_goHuntingFreq_bin",0.146337339832899,6.61109343053644e-05,14,1101,"lifestyle","lifestyle"
"interaction","lifestyle_eatMeatFreq","lifestyle_goFishingFreq_bin",0.146081263674688,7.30137280558952e-05,14,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_goMuseumsFreq",0.146071783109994,0.00033140527638968,15,1101,"ses","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_goMuseumsFreq_factor",0.146071783109994,0.00033140527638968,15,1101,"ses","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_goMuseumsFreq_numeric",0.146071783109994,0.00033140527638968,15,1101,"ses","lifestyle"
"interaction","lifestyle_consCoffee","lifestyle_goFishingFreq_bin",0.14546765618488,9.2432671568092e-05,14,1101,"lifestyle","lifestyle"
"interaction","ses_dwelling_cat","lifestyle_volunteeringFreq_bin",0.145448393751177,9.31149601958532e-05,14,1101,"ses","lifestyle"
"single","lifestyle_goHuntingFreq_bin",NA,0.14543783877617,0.000297274159072337,2,1101,"lifestyle",NA
"interaction","lifestyle_hasTattoos","lifestyle_consCoffee",0.145324124988234,9.76323369318473e-05,14,1101,"lifestyle","lifestyle"
"interaction","ses_genderFemale","lifestyle_consCoffee",0.14502734133063,0.000109272726269556,14,1101,"ses","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_exercise",0.144848289763984,0.00185805592092493,16,1101,"lifestyle","lifestyle"
"interaction","ses_dwelling_cat","lifestyle_goHuntingFreq_bin",0.144621248285311,0.000127335222391456,14,1101,"ses","lifestyle"
"interaction","ses_genderFemale","lifestyle_exercise",0.144562380487152,0.00203130933008044,16,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_goHuntingFreq",0.144540430476811,4.77756526934251e-08,10,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_goHuntingFreq_factor",0.144540430476811,4.77756526934251e-08,10,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_goHuntingFreq_numeric",0.144540430476811,4.77756526934251e-08,10,1101,"ses","lifestyle"
"interaction","lifestyle_typeTransport","lifestyle_goMuseumsFreq",0.144384461541355,0.000596032300445652,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_typeTransport","lifestyle_goMuseumsFreq_factor",0.144384461541355,0.000596032300445652,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_typeTransport","lifestyle_goMuseumsFreq_numeric",0.144384461541355,0.000596032300445652,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_eatMeatFreq","lifestyle_motorizedActFreq_bin",0.144134259649416,0.000152707189906059,14,1101,"lifestyle","lifestyle"
"interaction","ses_dwelling_cat","lifestyle_motorizedActFreq_bin",0.143694199128606,0.000179660355932803,14,1101,"ses","lifestyle"
"interaction","ses_immigrant","lifestyle_favAlcool",0.143642032093721,7.50369148743364e-08,10,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_motorizedActFreq",0.143614926086244,7.60589783555033e-08,10,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_motorizedActFreq_factor",0.143614926086244,7.60589783555033e-08,10,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_motorizedActFreq_numeric",0.143614926086244,7.60589783555033e-08,10,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","lifestyle_clothingStyleGroups",0.14359216658963,3.0420445437696e-13,6,1101,"ses","lifestyle"
"interaction","lifestyle_exercise","lifestyle_goHuntingFreq_bin",0.143410441179549,0.00288925108361533,16,1101,"lifestyle","lifestyle"
"interaction","ses_educ_3Cat","ses_incomeCensus",0.143285743250678,0.176110813096522,21,1101,"ses","ses"
"interaction","lifestyle_typeTransport","lifestyle_volunteeringFreq",0.143264179654092,0.000868810420578515,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_typeTransport","lifestyle_volunteeringFreq_factor",0.143264179654092,0.000868810420578515,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_typeTransport","lifestyle_volunteeringFreq_numeric",0.143264179654092,0.000868810420578515,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_consCoffee","lifestyle_volunteeringFreq_bin",0.143236471805754,0.000212402205854795,14,1101,"lifestyle","lifestyle"
"interaction","lifestyle_consCoffee","lifestyle_ownPet_bin",0.143083578188622,0.000224533618786468,14,1101,"lifestyle","lifestyle"
"interaction","ses_genderFemale","lifestyle_eatMeatFreq",0.142814871493649,0.000247444039877558,14,1101,"ses","lifestyle"
"interaction","ses_age_4Cat","lifestyle_typeTransport",0.142725253935019,8.65905154789323e-06,12,1101,"ses","lifestyle"
"interaction","lifestyle_numberTattoos","lifestyle_typeTransport",0.142664746490511,0.0263299524842908,18,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicity","lifestyle_motorizedActFreq_bin",0.14205484809991,0.000324677211922696,14,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_exercise",0.141992227525153,0.0043912440750855,16,1101,"ses","lifestyle"
"interaction","ses_dwelling_cat","lifestyle_ownPet_bin",0.141966008570622,0.000335049798432984,14,1101,"ses","lifestyle"
"interaction","lifestyle_exercise","lifestyle_ownPet_bin",0.141670688214603,0.00481721211606703,16,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_goFishingFreq",0.141624629966482,0.00148037161782462,15,1101,"ses","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_goFishingFreq_factor",0.141624629966482,0.00148037161782462,15,1101,"ses","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_goFishingFreq_numeric",0.141624629966482,0.00148037161782462,15,1101,"ses","lifestyle"
"single","lifestyle_hasTattoos",NA,0.141373080329962,0.000522460729673581,2,1101,"lifestyle",NA
"interaction","ses_genderFemale","lifestyle_ownPet",0.14129313284555,0.000424277782336654,14,1101,"ses","lifestyle"
"interaction","ses_immigrant","ses_incomeCensus",0.141099657676402,0.00045377348925255,14,1101,"ses","ses"
"interaction","lifestyle_eatMeatFreq","lifestyle_goMuseumsFreq_bin",0.141048699146782,0.000461854388060022,14,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goMuseumsFreq","ses_educ_3Cat",0.140942458305798,0.00183586014643358,15,1101,"lifestyle","ses"
"interaction","lifestyle_goMuseumsFreq_factor","ses_educ_3Cat",0.140942458305798,0.00183586014643358,15,1101,"lifestyle","ses"
"interaction","lifestyle_goMuseumsFreq_numeric","ses_educ_3Cat",0.140942458305798,0.00183586014643358,15,1101,"lifestyle","ses"
"interaction","lifestyle_favAlcool","lifestyle_goHuntingFreq_bin",0.140695372512543,3.16354984920218e-07,10,1101,"lifestyle","lifestyle"
"interaction","ses_dwelling_cat","lifestyle_goMuseumsFreq_bin",0.140674016567932,0.000525520017677418,14,1101,"ses","lifestyle"
"single","lifestyle_clothingStyleGroups",NA,0.14048562775077,4.11569498222365e-06,3,1101,"lifestyle",NA
"interaction","ses_ethnicityWhite","lifestyle_favAlcool",0.140360863665628,3.70975670755858e-07,10,1101,"ses","lifestyle"
"interaction","lifestyle_exercise","lifestyle_motorizedActFreq_bin",0.140216536874795,0.00724382821841087,16,1101,"lifestyle","lifestyle"
"interaction","lifestyle_clothingStyleGroups","lifestyle_volunteeringFreq",0.140100227769864,0.00238199820860883,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_clothingStyleGroups","lifestyle_volunteeringFreq_factor",0.140100227769864,0.00238199820860883,15,1101,"lifestyle","lifestyle"
"interaction","lifestyle_clothingStyleGroups","lifestyle_volunteeringFreq_numeric",0.140100227769864,0.00238199820860883,15,1101,"lifestyle","lifestyle"
"interaction","ses_dwelling_cat","lifestyle_goFishingFreq_bin",0.139784907731313,0.000710708702123056,14,1101,"ses","lifestyle"
"interaction","ses_age_4Cat","ses_income_3Cat",0.139332643742137,3.50814742108976e-05,12,1101,"ses","ses"
"interaction","lifestyle_favAlcool","lifestyle_volunteeringFreq_bin",0.138972449539642,7.12153534620626e-07,10,1101,"lifestyle","lifestyle"
"interaction","ses_dwelling_cat","ses_genderFemale",0.138903435843202,0.000952595836905438,14,1101,"ses","ses"
"interaction","lifestyle_consCoffee","lifestyle_motorizedActFreq_bin",0.138833892271027,0.000974604407913375,14,1101,"lifestyle","lifestyle"
"interaction","lifestyle_favAlcool","lifestyle_ownPet_bin",0.138717718617039,8.01416687983437e-07,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_numberTattoos","lifestyle_goHuntingFreq_bin",0.138657860411312,4.58422501049229e-05,12,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_bin","lifestyle_goMuseumsFreq",0.138303623867537,9.70013149224765e-07,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_bin","lifestyle_goMuseumsFreq_factor",0.138303623867537,9.70013149224765e-07,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goFishingFreq_bin","lifestyle_goMuseumsFreq_numeric",0.138303623867537,9.70013149224765e-07,10,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_goFishingFreq_bin",0.138085476149924,7.69671761485701e-08,4,1101,"ses","lifestyle"
"interaction","ses_age_4Cat","ses_educ_3Cat",0.13791432341247,6.13045022393714e-05,12,1101,"ses","ses"
"interaction","lifestyle_hasTattoos","ses_dwelling_cat",0.137913492623489,0.00131370915045183,14,1101,"lifestyle","ses"
"interaction","lifestyle_numberTattoos","lifestyle_goFishingFreq_bin",0.137803198918479,6.40022237891561e-05,12,1101,"lifestyle","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_favAlcool",0.137716610606355,1.26872138353907e-06,10,1101,"lifestyle","lifestyle"
"interaction","ses_immigrant","lifestyle_goFishingFreq_bin",0.137414115236258,9.82788719500507e-08,4,1101,"ses","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_goHuntingFreq_bin",0.137190299595412,1.06580949335514e-07,4,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_goMuseumsFreq",0.136742850460147,1.96920216923775e-06,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_goMuseumsFreq_factor",0.136742850460147,1.96920216923775e-06,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","lifestyle_goMuseumsFreq_numeric",0.136742850460147,1.96920216923775e-06,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_favAlcool","lifestyle_goFishingFreq_bin",0.136269832901695,2.43173609469998e-06,10,1101,"lifestyle","lifestyle"
"interaction","lifestyle_ownPet","lifestyle_motorizedActFreq_bin",0.136183539232297,0.00225987284891131,14,1101,"lifestyle","lifestyle"
"interaction","ses_ethnicity","ses_genderFemale",0.135986838879555,0.00239991932721139,14,1101,"ses","ses"
"interaction","lifestyle_ownPet","lifestyle_volunteeringFreq_bin",0.135986702896907,0.00240001882249444,14,1101,"lifestyle","lifestyle"
"interaction","lifestyle_volunteeringFreq","ses_educ_3Cat",0.135694823072373,0.00845376185511537,15,1101,"lifestyle","ses"
"interaction","lifestyle_volunteeringFreq_factor","ses_educ_3Cat",0.135694823072373,0.00845376185511537,15,1101,"lifestyle","ses"
"interaction","lifestyle_volunteeringFreq_numeric","ses_educ_3Cat",0.135694823072373,0.00845376185511537,15,1101,"lifestyle","ses"
"interaction","ses_educ_5Cat","ses_income_3Cat",0.135673045933772,0.00850346648779121,15,1101,"ses","ses"
"interaction","ses_immigrant","lifestyle_goHuntingFreq_bin",0.135358745809225,2.05443243776057e-07,4,1101,"ses","lifestyle"
"interaction","lifestyle_goHuntingFreq_bin","ses_income",0.135141251119181,0.026204493738687,16,1101,"lifestyle","ses"
"interaction","lifestyle_exercise","lifestyle_goMuseumsFreq_bin",0.135108117139937,0.0264067639628788,16,1101,"lifestyle","lifestyle"
"interaction","ses_immigrant","ses_ethnicity",0.135032116877203,0.00319875608999758,14,1101,"ses","ses"
"interaction","ses_sexOrientation","lifestyle_goMuseumsFreq_bin",0.134953459280453,3.27656797783679e-08,8,1101,"ses","lifestyle"
"interaction","lifestyle_hasTattoos","ses_income",0.134943627765781,0.0274305513404729,16,1101,"lifestyle","ses"
"single","ses_ethnicityWhite",NA,0.134936063206462,0.00122474929992964,2,1101,"ses",NA
"interaction","ses_sexOrientationHetero","ses_educ_3Cat",0.13457846032177,7.03971920213394e-11,6,1101,"ses","ses"
"interaction","ses_ethnicityWB","lifestyle_volunteeringFreq",0.134518074428931,0.0115392735063303,15,1101,"ses","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_volunteeringFreq_factor",0.134518074428931,0.0115392735063303,15,1101,"ses","lifestyle"
"interaction","ses_ethnicityWB","lifestyle_volunteeringFreq_numeric",0.134518074428931,0.0115392735063303,15,1101,"ses","lifestyle"
"interaction","ses_immigrant","lifestyle_smokeFreq",0.134218435450931,0.00406224130819904,14,1101,"ses","lifestyle"
"interaction","lifestyle_hasTattoos","lifestyle_goFishingFreq_bin",0.134195540210964,3.09552533322831e-07,4,1101,"lifestyle","lifestyle"
"interaction","ses_genderFemale","lifestyle_smokeFreq",0.133866216384525,0.00449736531474721,14,1101,"ses","lifestyle"
"interaction","lifestyle_volunteeringFreq","ses_income_3Cat",0.133813351004701,0.0138266136065112,15,1101,"lifestyle","ses"
"interaction","lifestyle_volunteeringFreq_factor","ses_income_3Cat",0.133813351004701,0.0138266136065112,15,1101,"lifestyle","ses"
"interaction","lifestyle_volunteeringFreq_numeric","ses_income_3Cat",0.133813351004701,0.0138266136065112,15,1101,"lifestyle","ses"
"interaction","lifestyle_hasTattoos","ses_ethnicity",0.133697173437363,0.00472074354434239,14,1101,"lifestyle","ses"
"interaction","lifestyle_goFishingFreq_bin","ses_income",0.133645044510633,0.0367467983889633,16,1101,"lifestyle","ses"
"interaction","ses_ethnicityWB","ses_sexOrientationHetero",0.133634198208872,1.20700495830324e-10,6,1101,"ses","ses"
"interaction","lifestyle_clothingStyleGroups","lifestyle_typeTransport",0.133621865562093,8.19602589687401e-07,9,1101,"lifestyle","lifestyle"
"single","lifestyle_ownPet_bin",NA,0.133518226310698,0.00146755680286093,2,1101,"lifestyle",NA
"interaction","lifestyle_typeTransport","ses_educ_5Cat",0.133304169588389,0.0157162208502632,15,1101,"lifestyle","ses"
"interaction","ses_income","lifestyle_motorizedActFreq_bin",0.13236037731241,0.0484020532115686,16,1101,"ses","lifestyle"
"interaction","ses_sexOrientationHetero","ses_income_3Cat",0.132321398346115,2.52900489513845e-10,6,1101,"ses","ses"
"interaction","ses_immigrant","lifestyle_goMuseumsFreq",0.132212778322477,1.38549857036776e-05,10,1101,"ses","lifestyle"
"interaction","ses_immigrant","lifestyle_goMuseumsFreq_factor",0.132212778322477,1.38549857036776e-05,10,1101,"ses","lifestyle"
"interaction","ses_immigrant","lifestyle_goMuseumsFreq_numeric",0.132212778322477,1.38549857036776e-05,10,1101,"ses","lifestyle"
"interaction","ses_income_3Cat","lifestyle_motorizedActFreq",0.132158582178727,0.0208017566754468,15,1101,"ses","lifestyle"
"interaction","ses_income_3Cat","lifestyle_motorizedActFreq_factor",0.132158582178727,0.0208017566754468,15,1101,"ses","lifestyle"
"interaction","ses_income_3Cat","lifestyle_motorizedActFreq_numeric",0.132158582178727,0.0208017566754468,15,1101,"ses","lifestyle"
"interaction","ses_immigrant","lifestyle_numberTattoos",0.131910328488914,0.000545940507013872,12,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_goMuseumsFreq",0.131596221819826,1.78522429934822e-05,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_goMuseumsFreq_factor",0.131596221819826,1.78522429934822e-05,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_goMuseumsFreq_numeric",0.131596221819826,1.78522429934822e-05,10,1101,"ses","lifestyle"
"interaction","ses_ethnicityWhite","lifestyle_smokeFreq",0.131396972524013,0.00891908077424528,14,1101,"ses","lifestyle"
"interaction","lifestyle_volunteeringFreq_bin","ses_income",0.131353983537809,0.0594906528018431,16,1101,"lifestyle","ses"
"interaction","lifestyle_typeTransport","lifestyle_goFishingFreq",0.131258693425185,0.0257292257492924,15,1101,"lifestyle","lifestyle"
